"Category"," (from)"," (to)"," (weight)"," (color)"
"highcharts-q5740kz-2033","Primary Oil: Production","Primary Oil",43907,
"highcharts-q5740kz-2034","Primary Oil: Imports","Primary Oil",59728,
"highcharts-q5740kz-2035","Oil Products: Imports","Oil Products",40170,
"highcharts-q5740kz-2036","Natural Gas: Primary Production","Natural Gas",113455,
"highcharts-q5740kz-2037","Electricity: Primary Production","Other Electricity & Heat",3671,
"highcharts-q5740kz-2038","Heat: Primary Production","Other Electricity & Heat",15120,
"highcharts-q5740kz-2039","BioFuels: Primary Production","BioFuels",68622,
"highcharts-q5740kz-2040","Statistical Diff","Natural Gas",1472,"#4747FF"
"highcharts-q5740kz-2041","Statistical Diff","Primary Oil",3806,"#121212"
"highcharts-q5740kz-2042","Primary Oil","Oil Refineries",60108,
"highcharts-q5740kz-2043","Primary Oil","Stock Build",3426,
"highcharts-q5740kz-2044","BioFuels","Other Transformation",251,
"highcharts-q5740kz-2045","Oil Refineries","Oil: Supplied",59838,
"highcharts-q5740kz-2046","Oil Products","Oil: Supplied",40170,
"highcharts-q5740kz-2047","Statistical Diff: Sec 2","Oil: Supplied",44,"#121212"
"highcharts-q5740kz-2048","Natural Gas","Natural Gas: Supplied",18539,
"highcharts-q5740kz-2049","Other Electricity & Heat","Other Electricity & Heat 3",3671,
"highcharts-q5740kz-2050","BioFuels","BioFuels: Supplied",68371,
"highcharts-q5740kz-2051","Oil: Supplied","PowerStations",24374,
"highcharts-q5740kz-2052","Natural Gas: Supplied","PowerStations",7838,
"highcharts-q5740kz-2053","Other Electricity & Heat 3","PowerStations",15120,
"highcharts-q5740kz-2054","BioFuels: Supplied","PowerStations",84,
"highcharts-q5740kz-2055","PowerStations","Electricity & Heat: Supplied",27990,
"highcharts-q5740kz-2056","Other Electricity & Heat 3","Electricity & Heat: Supplied",3671,
"highcharts-q5740kz-2057","Oil: Supplied","Oil: Final Consumption",51095,
"highcharts-q5740kz-2058","Oil: Supplied","Bunkers",2924,
"highcharts-q5740kz-2059","Natural Gas: Supplied","Own Use",10701,
"highcharts-q5740kz-2060","Electricity & Heat: Supplied","Own Use",931,
"highcharts-q5740kz-2061","Electricity & Heat: Supplied","Electricity & Heat: Final Consumption",14393,
"highcharts-q5740kz-2062","BioFuels: Supplied","BioFuels: Final Consumption",68287,
"highcharts-q5740kz-2063","Oil: Supplied","Stock Changes: Sec",476,
"highcharts-q5740kz-2064","Oil: Supplied","Statistical Diff: Secondary",1943,
"highcharts-q5740kz-2065","Oil: Supplied","Exports: Secondary",19240,
"highcharts-q5740kz-2066","Exports","Export 6",140295,
"highcharts-q5740kz-2067","Primary Oil","Exports",43907,
"highcharts-q5740kz-2068","Natural Gas","Exports",96388,
"highcharts-q5740kz-2069","Electricity & Heat: Supplied","Losses",1217,"#808080"
"highcharts-q5740kz-2070","PowerStations","Transformation Losses",34545,"#808080"
"highcharts-q5740kz-2071","Oil: Final Consumption","Transport",24201,
"highcharts-q5740kz-2072","Oil: Final Consumption","Manufacturing",20490,
"highcharts-q5740kz-2073","Oil: Final Consumption","Households",1232,
"highcharts-q5740kz-2074","Oil: Final Consumption","Agriculture",4279,
"highcharts-q5740kz-2075","Oil: Final Consumption","Commerce",893,
"highcharts-q5740kz-2076","Electricity & Heat: Final Consumption","Manufacturing",10566,
"highcharts-q5740kz-2077","Electricity & Heat: Final Consumption","Households",3222,
"highcharts-q5740kz-2078","Electricity & Heat: Final Consumption","Agriculture",252,
"highcharts-q5740kz-2079","Electricity & Heat: Final Consumption","Commerce",353,
"highcharts-q5740kz-2080","BioFuels: Final Consumption","Manufacturing",2763,
"highcharts-q5740kz-2081","BioFuels: Final Consumption","Households",55684,
"highcharts-q5740kz-2082","BioFuels: Final Consumption","Commerce",9839,
