"Category"," (from)"," (to)"," (weight)"," (color)"
"highcharts-q5740kz-2807","Oil Products: Imports","Oil Products",2524,
"highcharts-q5740kz-2808","Electricity: Primary Production","Other Electricity & Heat",59,
"highcharts-q5740kz-2809","BioFuels: Primary Production","BioFuels",831,
"highcharts-q5740kz-2810","BioFuels","Other Transformation",16,
"highcharts-q5740kz-2811","Oil Products","Oil: Supplied",2524,
"highcharts-q5740kz-2812","Other Electricity & Heat","Other Electricity & Heat 3",59,
"highcharts-q5740kz-2813","BioFuels","BioFuels: Supplied",815,
"highcharts-q5740kz-2814","Oil: Supplied","PowerStations",617,
"highcharts-q5740kz-2815","PowerStations","Electricity & Heat: Supplied",228,
"highcharts-q5740kz-2816","Other Electricity & Heat 3","Electricity & Heat: Supplied",59,
"highcharts-q5740kz-2817","Oil: Supplied","Oil: Final Consumption",1418,
"highcharts-q5740kz-2818","Oil: Supplied","Bunkers",489,
"highcharts-q5740kz-2819","Electricity & Heat: Supplied","Own Use",9,
"highcharts-q5740kz-2820","Electricity & Heat: Supplied","Electricity & Heat: Final Consumption",259,
"highcharts-q5740kz-2821","BioFuels: Supplied","BioFuels: Final Consumption",815,
"highcharts-q5740kz-2822","Electricity & Heat: Supplied","Losses",19,"#808080"
"highcharts-q5740kz-2823","PowerStations","Transformation Losses",390,"#808080"
"highcharts-q5740kz-2824","Oil: Final Consumption","Transport",1268,
"highcharts-q5740kz-2825","Oil: Final Consumption","Households",61,
"highcharts-q5740kz-2826","Oil: Final Consumption","Non-Energy use",88,
"highcharts-q5740kz-2827","Electricity & Heat: Final Consumption","Manufacturing",100,
"highcharts-q5740kz-2828","Electricity & Heat: Final Consumption","Households",88,
"highcharts-q5740kz-2829","Electricity & Heat: Final Consumption","Commerce",67,
"highcharts-q5740kz-2830","Electricity & Heat: Final Consumption","N.E.S",4,
"highcharts-q5740kz-2831","BioFuels: Final Consumption","Households",815,
