"Category"," (from)"," (to)"," (weight)"," (color)"
"highcharts-u81slsh-3031","Oil Products: Imports","Oil Products",1028,
"highcharts-u81slsh-3032","Electricity: Primary Production","Other Electricity & Heat",18,
"highcharts-u81slsh-3033","BioFuels: Primary Production","BioFuels",577,
"highcharts-u81slsh-3034","BioFuels","Other Transformation",11,
"highcharts-u81slsh-3035","Oil Products","Oil: Supplied",1028,
"highcharts-u81slsh-3036","Statistical Diff: Sec 2","Oil: Supplied",4,"#121212"
"highcharts-u81slsh-3037","Other Electricity & Heat","Other Electricity & Heat 3",18,
"highcharts-u81slsh-3038","BioFuels","BioFuels: Supplied",566,
"highcharts-u81slsh-3039","Oil: Supplied","PowerStations",301,
"highcharts-u81slsh-3040","PowerStations","Electricity & Heat: Supplied",94,
"highcharts-u81slsh-3041","Other Electricity & Heat 3","Electricity & Heat: Supplied",18,
"highcharts-u81slsh-3042","Oil: Supplied","Oil: Final Consumption",704,
"highcharts-u81slsh-3043","Oil: Supplied","Bunkers",27,
"highcharts-u81slsh-3044","Electricity & Heat: Supplied","Own Use",5,
"highcharts-u81slsh-3045","Electricity & Heat: Supplied","Electricity & Heat: Final Consumption",94,
"highcharts-u81slsh-3046","BioFuels: Supplied","BioFuels: Final Consumption",566,
"highcharts-u81slsh-3047","Electricity & Heat: Supplied","Statistical Diff: Secondary",4,
"highcharts-u81slsh-3048","Electricity & Heat: Supplied","Losses",10,"#808080"
"highcharts-u81slsh-3049","PowerStations","Transformation Losses",207,"#808080"
"highcharts-u81slsh-3050","Oil: Final Consumption","Transport",448,
"highcharts-u81slsh-3051","Oil: Final Consumption","Manufacturing",9,
"highcharts-u81slsh-3052","Oil: Final Consumption","Households",101,
"highcharts-u81slsh-3053","Oil: Final Consumption","Agriculture",112,
"highcharts-u81slsh-3054","Oil: Final Consumption","Commerce",31,
"highcharts-u81slsh-3055","Oil: Final Consumption","Non-Energy use",4,
"highcharts-u81slsh-3056","Electricity & Heat: Final Consumption","Manufacturing",8,
"highcharts-u81slsh-3057","Electricity & Heat: Final Consumption","Households",40,
"highcharts-u81slsh-3058","Electricity & Heat: Final Consumption","Commerce",46,
"highcharts-u81slsh-3059","BioFuels: Final Consumption","Households",566,
