"Category"," (from)"," (to)"," (weight)"," (color)"
"highcharts-u81slsh-3174","Oil Products: Imports","Oil Products",35470,
"highcharts-u81slsh-3175","Coal: Imports","Coal",29273,
"highcharts-u81slsh-3176","Electricity: Primary Production","Other Electricity & Heat",1815,
"highcharts-u81slsh-3177","Heat: Primary Production","Other Electricity & Heat",141,
"highcharts-u81slsh-3178","BioFuels: Primary Production","BioFuels",125,
"highcharts-u81slsh-3179","BioFuels: Imports","BioFuels",1,
"highcharts-u81slsh-3180","Statistical Diff","Coal",797,"#E59400"
"highcharts-u81slsh-3181","Coal","Stock Build",1451,
"highcharts-u81slsh-3182","BioFuels","Other Transformation",17,
"highcharts-u81slsh-3183","Oil Products","Oil: Supplied",35470,
"highcharts-u81slsh-3184","Statistical Diff: Sec 2","Oil: Supplied",153,"#121212"
"highcharts-u81slsh-3185","Coal","Coal: Supplied",28619,
"highcharts-u81slsh-3186","Other Electricity & Heat","Other Electricity & Heat 3",1956,
"highcharts-u81slsh-3187","BioFuels","BioFuels: Supplied",109,
"highcharts-u81slsh-3188","Oil: Supplied","PowerStations",14779,
"highcharts-u81slsh-3189","Coal: Supplied","PowerStations",19303,
"highcharts-u81slsh-3190","BioFuels: Supplied","PowerStations",5,
"highcharts-u81slsh-3191","PowerStations","Electricity & Heat: Supplied",9824,
"highcharts-u81slsh-3192","Statistical Diff: Sec 2","Electricity & Heat: Supplied",1,"#121212"
"highcharts-u81slsh-3193","Other Electricity & Heat 3","Electricity & Heat: Supplied",1956,
"highcharts-u81slsh-3194","Oil: Supplied","Oil: Final Consumption",18583,
"highcharts-u81slsh-3195","Oil: Supplied","Bunkers",879,
"highcharts-u81slsh-3196","Coal: Supplied","Coal: Final Consumption",9316,
"highcharts-u81slsh-3197","Electricity & Heat: Supplied","Electricity & Heat: Final Consumption",11539,
"highcharts-u81slsh-3198","BioFuels: Supplied","BioFuels: Final Consumption",103,
"highcharts-u81slsh-3199","Oil: Supplied","Stock Changes: Sec",1382,
"highcharts-u81slsh-3200","Electricity & Heat: Supplied","Losses",242,"#808080"
"highcharts-u81slsh-3201","PowerStations","Transformation Losses",24264,"#808080"
"highcharts-u81slsh-3202","Oil: Final Consumption","Transport",8525,
"highcharts-u81slsh-3203","Oil: Final Consumption","Manufacturing",8517,
"highcharts-u81slsh-3204","Oil: Final Consumption","Households",361,
"highcharts-u81slsh-3205","Oil: Final Consumption","Agriculture",209,
"highcharts-u81slsh-3206","Oil: Final Consumption","Commerce",251,
"highcharts-u81slsh-3207","Oil: Final Consumption","Non-Energy use",720,
"highcharts-u81slsh-3208","Coal: Final Consumption","Manufacturing",3987,
"highcharts-u81slsh-3209","Coal: Final Consumption","Non-Energy use",5329,
"highcharts-u81slsh-3210","Electricity & Heat: Final Consumption","Manufacturing",9022,
"highcharts-u81slsh-3211","Electricity & Heat: Final Consumption","Households",1077,
"highcharts-u81slsh-3212","Electricity & Heat: Final Consumption","Commerce",1441,
"highcharts-u81slsh-3213","BioFuels: Final Consumption","Households",103,
